,Max_Fitness,Avg_Fitness,Diversity,Iteration
0,1129.0274718415812,136.01709006525485,1.1069800929998264,0
1,1129.0274718415812,235.44933721807087,1.0983526274442488,1
2,1400.3702460910781,535.4406807619356,1.0709338815074054,2
3,870.7611652981466,419.72302121587427,0.9956262078047126,3
4,839.2141331647166,12.590130468981313,0.9690644961234207,4
5,1117.2761401150174,543.3909081644499,0.9105587396191394,5
6,1241.2057669696335,1019.2638558986023,0.5047504107196557,6
7,1302.8190460145775,-2976.4034757304075,0.15839654861367083,7
8,1302.8190460145775,-1751.6206592092544,0.25986182054298346,8
9,1377.2369942916882,-2357.6849154964425,0.26728387768303086,9
10,1302.8190460145775,-1143.3982444515673,0.3076001725160655,10
11,1506.6108630080864,422.1233516959437,0.2819065545655622,11
12,1506.6108630080864,1112.4396406828102,0.18512383383853614,12
13,1537.813979144419,1174.8693943198214,0.1774067487194045,13
14,1625.6232592463334,915.4841173008926,0.17397223530494402,14
15,1625.6232592463334,1247.7406318287922,0.1735673409573623,15
16,1749.5875659550366,1366.6562837103636,0.19462142144574143,16
17,1754.8108860762907,1470.889165752669,0.18853812204365272,17
18,1750.7987350757467,1286.9913182127345,0.22718614805898074,18
19,2097.96659843678,1119.1490091387764,0.23970728536569832,19
20,1732.2571184924425,1224.4066475687553,0.23640908641517047,20
21,1792.4619923405949,1220.4501660239655,0.22686819384716728,21
22,1792.4619923405949,1180.7709874590882,0.22913480396311706,22
23,1777.750870485005,1313.1696883758707,0.22315400360483845,23
24,2000.2265747743368,1524.0528009482232,0.22246333842960575,24
25,2070.9110500706142,760.0067847476234,0.2361435935866515,25
26,2000.2265747743368,875.3187312983416,0.2524672794947979,26
27,1932.7456643449393,1201.1447644025463,0.27501342218769875,27
28,2048.62964546377,1411.6699550817932,0.2711758211571392,28
29,2005.3911357600246,1558.9727296288263,0.2610738362841821,29
30,2148.6374510266555,1364.8261348950025,0.2632515248106938,30
31,2088.4053097701667,1520.4558069414,0.26911869200695626,31
32,2078.669120792194,1626.930197227523,0.251565928285927,32
33,2247.01287366882,1738.9230379588494,0.25619431250307945,33
34,2078.669120792194,1687.7425820238652,0.2679443053085347,34
35,2107.671557079483,1606.7001744021252,0.26278737433024696,35
36,2107.671557079483,1583.5470671888886,0.2848112085079277,36
37,1979.2520333741552,1622.019528850927,0.28158592351592004,37
38,1979.2520333741552,1626.979731617678,0.28077850005498817,38
39,2007.3832471271835,1632.4587683626482,0.27525139336669624,39
40,2113.355591060618,1679.3625821520754,0.2928438771432089,40
41,2113.355591060618,1734.3296713922966,0.2920733156417165,41
42,2064.3978460196954,1778.8370863872997,0.30147137784823685,42
43,1997.5881236203045,1691.5038297483386,0.2994600026214091,43
44,2268.1290886407137,1752.6082661329485,0.33203397606051005,44
45,2217.351401804521,1906.8077860289536,0.3400328959808999,45
46,2181.9210099062693,1455.0561196371261,0.28373124139833045,46
47,2219.3993563831914,1602.8862864252033,0.36024244118305826,47
48,2282.5040005678466,1923.590539547494,0.369936036140139,48
49,2219.3993563831914,1747.7964895254854,0.38218778577471707,49
50,2297.351755559048,1800.8936033526968,0.3978451216892788,50
51,2297.351755559048,1559.0089233400604,0.38591488481473807,51
52,2297.351755559048,1634.820346083367,0.35501687039198004,52
53,2317.62461170268,1911.9049034732038,0.3284183763203607,53
54,2297.351755559048,1859.0059156534082,0.3430647078823236,54
55,2275.614100091645,1887.897000088168,0.345510643597017,55
56,2283.071687756045,2001.0292721181402,0.33089845375904287,56
57,2282.2835077085338,1974.278715777898,0.3022638995786014,57
58,2282.2835077085338,2020.3074524273552,0.3073378794870083,58
59,2452.7709460704564,2106.9227336553113,0.3011944793062791,59
60,2231.969431879538,1891.3637009755182,0.3057747222972315,60
61,2220.677210035063,1846.3295126158766,0.3111661338135717,61
62,2254.552276524012,1936.4907514194879,0.32913758429567264,62
63,2355.0884901640575,1980.658037357735,0.3343629020702405,63
64,2355.0884901640575,1999.1087815993722,0.31766810682648366,64
65,2409.341132699098,1950.169522327212,0.3037420550907252,65
66,2409.341132699098,2050.268994721783,0.2849960101510389,66
67,2409.341132699098,1677.440901009799,0.2541093914404297,67
68,2369.777574306639,1930.213474404016,0.2717310779361026,68
69,2391.2220259000633,2066.6112672897943,0.2526929518058681,69
70,2391.2220259000633,2119.7472546805557,0.2526756646627061,70
71,2540.5299593019145,2142.007299209695,0.2385538016363686,71
72,2540.5299593019145,2147.434779328681,0.23647303317803314,72
73,2540.5299593019145,2092.782180413906,0.2360114670806461,73
74,2540.5299593019145,2143.5457807802027,0.2378179742481715,74
75,2540.5299593019145,1836.6458186405966,0.23585862845491273,75
76,2540.5299593019145,2101.1162043021773,0.24029055548628017,76
77,2479.218819642806,2077.4956135510847,0.2538767378195519,77
78,2479.218819642806,2113.754344338018,0.2683352835533242,78
79,2460.980318380308,2023.3130459331787,0.283881597772252,79
80,2721.558179527781,2261.4888851945275,0.2822389503257671,80
81,2721.558179527781,2139.990246324154,0.2670367559450717,81
82,2460.980318380308,1717.0922240560694,0.24407012492836488,82
83,2460.980318380308,1923.029096532753,0.28110109238777586,83
84,2545.375489723141,2068.927116899365,0.28960564816514994,84
85,2545.375489723141,2088.404946527122,0.30815282158796764,85
86,2349.270560452373,2072.5128210294642,0.2927820729267768,86
87,2398.8507416147595,2061.93175194992,0.29131907441712196,87
88,2393.803959272939,2126.1469346161266,0.30706673681227314,88
89,2567.457039106023,2168.3037710442322,0.28994022418164767,89
90,2530.888851598059,2093.2865143400545,0.2771726492874374,90
91,2530.888851598059,2113.3673978810375,0.3179081110331533,91
92,2441.3922370064943,2026.441415790935,0.3265510863901678,92
93,2350.9151622737654,2096.507329809715,0.31505681412460035,93
94,2474.6255526974674,2066.9778317713917,0.3032853092428818,94
95,2404.2992463648184,2035.285333038601,0.2984001804664415,95
96,2447.9891834324912,2022.8702425517727,0.31848213757442295,96
97,2447.9891834324912,2140.356303470145,0.3121054747478177,97
98,2629.661132397557,2289.6047521807204,0.33556582083292685,98
99,2453.0354359404855,1940.3010342433129,0.35161911653248085,99
100,2634.6948723116043,2096.7739444362246,0.3490968984296435,100
101,2587.3632910539536,2128.072424939412,0.346883168693287,101
102,2622.0417540026183,2237.5809902169194,0.35514868576522673,102
103,2680.373836435951,2275.869730666981,0.3683286849334037,103
104,2680.373836435951,2325.6121311689185,0.3266118172213496,104
105,2634.465773243918,1666.2884482415743,0.3152536394147424,105
106,2625.336588963401,1913.4669658919986,0.3586547956689037,106
107,2635.698383928934,2104.3586337018,0.3387193837984153,107
108,2684.3526925322353,2199.2886275419332,0.329118953600523,108
109,2716.6435826842585,2386.501643996289,0.32529072375067325,109
110,2716.6435826842585,2372.738876017429,0.29876201650199813,110
111,2716.6435826842585,2367.0689436184366,0.2766009524482577,111
112,2628.2920165397545,2465.779486467949,0.23026745244048233,112
113,2733.786843646044,2314.284250966605,0.21911860166167757,113
114,2733.786843646044,2459.878835924256,0.233654917174822,114
115,2733.786843646044,2513.6318634763056,0.20024061251523237,115
116,2733.786843646044,2435.595944623347,0.18555608882961167,116
117,2734.735361237959,2501.4246608787307,0.22119916260668596,117
118,2734.735361237959,2437.3152909680866,0.22891580931182204,118
119,2807.174433126755,2481.525403848088,0.23205115407428145,119
120,2807.174433126755,2553.8196036260097,0.23438851757921833,120
121,2703.6342396332047,2538.2097014193655,0.2286791533183202,121
122,2757.0430173984914,2208.2183812275475,0.22364357329550155,122
123,2757.0430173984914,2236.5766613352353,0.2610748723427007,123
124,2666.623987196122,2340.290411997854,0.28835348859790916,124
125,2696.3532050762083,2521.148858773588,0.27187101720056517,125
126,2791.326698193933,2533.5489045900777,0.2768786091558938,126
127,2792.975206044718,2549.0257431467894,0.26542840539308205,127
128,2792.975206044718,2603.910949562248,0.28057924462408357,128
129,2792.975206044718,2649.0594420740636,0.28041278962810245,129
130,2845.1792632255774,2547.0181850748177,0.2929650313060242,130
131,2820.269992732633,2565.6570923303398,0.2997246632276039,131
132,2820.269992732633,2571.4974878477888,0.2911196166923087,132
133,2820.269992732633,2413.363624825993,0.2968410560123288,133
134,2826.4987158024474,2516.5729666540615,0.29682348990277885,134
135,2826.4987158024474,2537.1022051099994,0.29101222660179316,135
136,2842.0461989080636,2498.582641476751,0.2696359298539855,136
137,2842.0461989080636,2528.8431867998793,0.2730268385591976,137
138,2820.269992732633,2568.7251771044857,0.2979030483618135,138
139,2899.6709133766517,2577.0276953993466,0.3128324958601335,139
140,2899.6709133766517,2626.072832765485,0.2959505731062133,140
141,2832.2243312335836,2591.3293745410792,0.2947791059084527,141
142,2832.2243312335836,2648.579389833511,0.2900363669052056,142
143,2832.2243312335836,2394.3537421615238,0.2822506786792019,143
144,2867.1805671701454,2532.5490761099727,0.30371373200447355,144
145,2867.1805671701454,2633.885221884242,0.2963455771855798,145
146,2845.877644016723,2608.4365710171146,0.28392361165652297,146
147,2845.877644016723,2661.2709055776463,0.30749305220163514,147
148,2823.497171434191,2638.605032782397,0.3136803244463805,148
149,2846.932148564592,2604.88974460642,0.3029134160812126,149
